provider_id,country_code,provider_name,city_name,account_management_segment,gmv_eur,orders_n,provider_cm_l2_pct_gmv,country_cm_l2_pct_gmv,cm_l2_pp_above_country
180481,ro,Tasty Box Vitan,Bucharest,Missing AM Segment Trait,16928.010009765625,587.0,9.452286559196876,-0.9512177725905627,10.403504331787438
160639,ee,Maitsev Sushi,Tallinn,Bronze (AM Segment),16794.69970703125,284.0,14.426516119311382,6.206551099277772,8.219965020033609
128323,ro,Caramelle,Bucharest,Missing AM Segment Trait,16596.1044921875,406.0,13.844217023025982,-0.9512177725905627,14.795434795616544
156717,ua,Intermezzo,Dnipro,Missing AM Segment Trait,16557.90869140625,789.0,18.400935720034656,2.3596736654725854,16.041262054562072
4562,ro,Tasty Box,Bucharest,Silver (AM Segment),16416.45654296875,512.0,9.60873247515095,-0.9512177725905627,10.559950247741511
188073,sk,ALIA - Modern Asian Restaurant,Kosice,Missing AM Segment Trait,15868.869934082031,458.0,2.639272375665331,2.462739688031615,0.1765326876337161
2058,lv,Happy Panda,Daugavpils,Bronze (AM Segment),15852.2900390625,483.0,12.668756958350237,8.156274717925752,4.512482240424484
190391,cy,Just Shawarma,Limassol,Missing AM Segment Trait,15603.790222167969,575.0,2.8718314523496993,-0.8821742371572978,3.754005689506997
163879,ro,Molf,Bucharest,Missing AM Segment Trait,15568.448364257812,380.0,2.716530840438816,-0.9512177725905627,3.667748613029379
186438,lv,Trio Kebabs,Riga,Missing AM Segment Trait,15539.219787597656,613.0,16.322343444888066,8.156274717925752,8.166068726962314
158655,mt,Kebab Tat-Tork,Valletta,Missing AM Segment Trait,15469.600219726562,558.0,10.808683061256932,8.63787374378787,2.170809317469063
12322,lt,Kinų bambukas (Taikos str.),Klaipeda,Silver (AM Segment),15465.049926757812,414.0,14.445371319839612,4.9971170150676265,9.448254304771986
4614,ro,Patiseria Casandra,Bucharest,Bronze (AM Segment),15306.421508789062,436.0,12.837225603068438,-0.9512177725905627,13.788443375659
160285,ro,Ciorbarium,Bucharest,Missing AM Segment Trait,15206.004272460938,636.0,11.957767101565514,-0.9512177725905627,12.908984874156076
100182,lt,Sushi fresh & WOK (Kovo 11-osios str.),Vilnius,Missing AM Segment Trait,15111.690063476562,319.0,7.1676100174995,4.9971170150676265,2.170493002431874
138975,ro,arzu,Bucharest,Missing AM Segment Trait,14818.611877441406,466.0,-0.406289245443549,-0.9512177725905627,0.5449285271470137
150423,ro,Shawarma & Grill Hub,Constanta,Missing AM Segment Trait,14715.923078536987,791.0,2.3075974006172717,-0.9512177725905627,3.2588151732078345
179473,lv,Street Food Points Imanta,Riga,Missing AM Segment Trait,14690.47998046875,608.0,14.97413533833212,8.156274717925752,6.817860620406368
187820,lt,Kampo Grilius (Žirmūnų str.),Vilnius,Missing AM Segment Trait,14491.52001953125,822.0,11.162861889562096,4.9971170150676265,6.16574487449447
184411,mt,Heart of India - Cafe and Resto,Valletta,Missing AM Segment Trait,14328.1201171875,640.0,12.197153701660886,8.63787374378787,3.5592799578730165
185495,lt,Spatz (Minijos str.),Klaipeda,Missing AM Segment Trait,14284.359924316406,545.0,5.349303555738531,4.9971170150676265,0.35218654067090416
179923,mt,BKRY no4,Valletta,Missing AM Segment Trait,14209.810363769531,493.0,11.888337479076013,8.63787374378787,3.250463735288143
60897,gh,Hallmark Cafe - Abelemkpe,Accra,Missing AM Segment Trait,14104.427856445312,1194.0,19.16813358206742,6.9873754934637615,12.180758088603657
12909,ua,T-Bone Prime Beef,Kyiv,Gold (AM Segment),13989.906494140625,523.0,10.049213828339584,2.3596736654725854,7.689540162866998
186470,mt,Malayalis,Valletta,Missing AM Segment Trait,13964.670043945312,588.0,9.86165085777247,8.63787374378787,1.2237771139846014
167914,ro,Giorno,Cluj-Napoca,Missing AM Segment Trait,13912.857788085938,529.0,6.919851475715572,-0.9512177725905627,7.871069248306135
150778,sk,Pho taste,Kosice,Missing AM Segment Trait,13825.830078125,585.0,14.28483066133857,2.462739688031615,11.822090973306954
89491,sk,Pizza Mix-Marion - delivery by merchant,Kosice,Missing AM Segment Trait,13721.39013671875,0.0,6.096366233548377,2.462739688031615,3.633626545516762
110888,ua,Si,Kyiv,Missing AM Segment Trait,13636.064392089844,500.0,8.849862752562707,2.3596736654725854,6.490189087090122
187961,cy,Dr. Food,Nicosia,Missing AM Segment Trait,13614.18994140625,742.0,-0.5623371867247536,-0.8821742371572978,0.3198370504325442
190516,gh,Frankie's Street Shawarma - Spintex,Accra,Missing AM Segment Trait,13602.479858398438,1043.0,7.126526548615982,6.9873754934637615,0.1391510551522206
182853,lt,SMASHAS (Konstitucijos av.),Vilnius,Missing AM Segment Trait,13529.269897460938,523.0,7.613777650135887,4.9971170150676265,2.6166606350682606
159695,lv,Colombo Cafe,Riga,Missing AM Segment Trait,13511.909912109375,698.0,19.609090684301716,8.156274717925752,11.452815966375963
31903,ro,Veneto Restaurant Costache Negri,Iasi,Silver (AM Segment),13304.311401367188,503.0,2.2910990814307577,-0.9512177725905627,3.2423168540213205
171810,ro,MRS KEBAB,Bucharest,Missing AM Segment Trait,13248.553955078125,519.0,6.819319664042833,-0.9512177725905627,7.770537436633396
165156,ro,Sushi Gallery Pipera,Bucharest,Missing AM Segment Trait,13015.864624023438,262.0,1.7785862114851427,-0.9512177725905627,2.7298039840757053
138721,lt,Tarbushi Bistro (Gynėjų str.),Vilnius,Missing AM Segment Trait,12981.269897460938,615.0,18.094234525831393,4.9971170150676265,13.097117510763766
76725,sk,Pizza Miške  - delivery by merchant,Kosice,Missing AM Segment Trait,12973.989868164062,0.0,2.5595122052766235,2.462739688031615,0.09677251724500868
148057,ro,Restaurant Beirut,Bucharest,Missing AM Segment Trait,12968.355346679688,465.0,14.30703176424787,-0.9512177725905627,15.258249536838433
137720,ro,Haveli,Bucharest,Missing AM Segment Trait,12961.442138671875,340.0,20.712704129757455,-0.9512177725905627,21.66392190234802
141700,ro,Bigoli Pasta Fresca - Herastrau,Bucharest,Missing AM Segment Trait,12930.221923828125,491.0,11.711199167957352,-0.9512177725905627,12.662416940547914
135130,ro,Deja Brew Caffe & Food,Bucharest,Missing AM Segment Trait,12814.681884765625,492.0,8.792096632667565,-0.9512177725905627,9.743314405258127
177765,lv,KAIŌ sushi,Riga,Missing AM Segment Trait,12777.250061035156,257.0,18.004651015263434,8.156274717925752,9.848376297337682
176521,mt,My Dream Taste,Valletta,Missing AM Segment Trait,12713.190063476562,397.0,14.624372156966306,8.63787374378787,5.9864984131784365
136469,ro,Red's Pizza,Cluj-Napoca,Missing AM Segment Trait,12669.978759765625,514.0,14.177884067230853,-0.9512177725905627,15.129101839821415
15191,lt,Kinų Bambukas (H. Manto st.),Klaipeda,Silver (AM Segment),12628.209899902344,278.0,14.7587119507068,4.9971170150676265,9.761594935639174
182066,ro,Efendi Unirii,Bucharest,Missing AM Segment Trait,12430.289672851562,481.0,14.761996475009711,-0.9512177725905627,15.713214247600273
189091,lv,sushi ichiban centrs,Riga,Missing AM Segment Trait,12403.639892578125,292.0,14.355315516829156,8.156274717925752,6.199040798903404
125874,lt,Mekan Istanbul Grill (Ukmergės str.),Vilnius,Missing AM Segment Trait,12390.860107421875,524.0,9.689464275711352,4.9971170150676265,4.692347260643725
180746,ua,Реберня в Івано-Франківську,Ivano-Frankivsk,Missing AM Segment Trait,12357.8408203125,562.0,8.169653887830497,2.3596736654725854,5.809980222357912
159742,ro,Grain Trip,Bucharest,Missing AM Segment Trait,12308.705383300781,510.0,11.006994397647803,-0.9512177725905627,11.958212170238365
186239,ro,Dukos,Constanta,Missing AM Segment Trait,12223.744934082031,547.0,10.535068791836249,-0.9512177725905627,11.48628656442681
13603,ro,Dristor Doner Plaza,Bucharest,Platinum (AM Segment),12222.891357421875,581.0,7.672732235290976,-0.9512177725905627,8.623950007881538
180275,ro,Antiochia Kebap,Bucharest,Missing AM Segment Trait,12204.238891601562,480.0,8.746281461884406,-0.9512177725905627,9.697499234474968
111039,lt,Skoniai (Taikos av.),Klaipeda,Missing AM Segment Trait,12153.199584960938,559.0,9.772577177870922,4.9971170150676265,4.775460162803295
175215,mt,Ta Drinu Farmhouse,Valletta,Missing AM Segment Trait,12095.2998046875,321.0,10.575834031927595,8.63787374378787,1.9379602881397258
68353,lt,Top Pizza (V. Krėvės av.),Kaunas,Bronze (AM Segment),11979.840148925781,590.0,11.541547389023066,4.9971170150676265,6.544430373955439
182968,mt,Sabatino Pizzeria,Valletta,Missing AM Segment Trait,11907.68994140625,344.0,12.134689978028822,8.63787374378787,3.496816234240953
103975,ua,Yalla вул. Гончара,Kyiv,Missing AM Segment Trait,11808.475646972656,547.0,11.59231054685385,2.3596736654725854,9.232636881381264
139518,ro,Smashed Amzei,Bucharest,Missing AM Segment Trait,11779.428466796875,319.0,5.647470680407546,-0.9512177725905627,6.5986884529981085
124722,ua,Рибка з неба,Kyiv,Missing AM Segment Trait,11736.768157958984,392.0,7.391849249369886,2.3596736654725854,5.032175583897301
7014,mt,Tikka's Thai Street Food San Gwann,Valletta,Gold (AM Segment),11697.840087890625,333.0,14.83133926487539,8.63787374378787,6.193465521087521
12625,ua,Duck Please Дніпровська набережна,Kyiv,Platinum (AM Segment),11563.315002441406,436.0,14.36697428099887,2.3596736654725854,12.007300615526283
178630,lt,Grębkebab (Vilties str.),Alytus,Missing AM Segment Trait,11436.990112304688,477.0,14.849093540959279,4.9971170150676265,9.851976525891653
183559,sk,Rio Fried Chicken,Bratislava,Missing AM Segment Trait,11208.099792480469,413.0,13.261019644688265,2.462739688031615,10.79827995665665
138822,ro,LiWU Cotroceni,Bucharest,Missing AM Segment Trait,11203.832580566406,489.0,13.984501136889383,-0.9512177725905627,14.935718909479945
170535,ro,Yoro Nara Sushi,Bucharest,Missing AM Segment Trait,11031.817749023438,181.0,12.769128641031013,-0.9512177725905627,13.720346413621575
133305,ro,Snitel Haus Titan,Bucharest,Missing AM Segment Trait,11004.171325683594,478.0,5.898118583716004,-0.9512177725905627,6.849336356306567
185825,sk,Vita Asia,Kosice,Missing AM Segment Trait,10984.139953613281,471.0,6.949496889794422,2.462739688031615,4.486757201762807
58235,mt,Solo Pizza,Valletta,Silver (AM Segment),10962.85986328125,407.0,16.437445491896757,8.63787374378787,7.799571748108887
172591,ro,Snitel Haus Drumul Taberei,Bucharest,Missing AM Segment Trait,10945.992980957031,425.0,6.970889203338419,-0.9512177725905627,7.9221069759289815
172979,ro,BANEASA GRILL,Bucharest,Missing AM Segment Trait,10831.063278198242,251.0,3.0525093458903028,-0.9512177725905627,4.003727118480866
179470,lt,Ant Iešmo (Klaipėdos str.),Panevezys,Missing AM Segment Trait,10796.27001953125,378.0,13.567706070813212,4.9971170150676265,8.570589055745586
189992,ro,El Jefe by Chef Munti,Bucharest,Missing AM Segment Trait,10733.381591796875,364.0,-0.7882761076631205,-0.9512177725905627,0.16294166492744222
132213,ro,Coolinaria,Cluj-Napoca,Missing AM Segment Trait,10698.830688476562,587.0,11.412736954531518,-0.9512177725905627,12.36395472712208
163210,sk,Pizza Bufalo,Bratislava,Missing AM Segment Trait,10655.210174560547,471.0,11.809291170208379,2.462739688031615,9.346551482176764
92468,ee,Kännu Kohvik,Pärnu,Bronze (AM Segment),10647.93994140625,485.0,23.024950989318512,6.206551099277772,16.81839989004074
190814,ro,PermoXpress,Bucharest,Missing AM Segment Trait,10639.83251953125,505.0,6.365799360366735,-0.9512177725905627,7.3170171329572975
131825,ro,LA COCOSATU,Bucharest,Missing AM Segment Trait,10405.142456054688,324.0,16.04924656372082,-0.9512177725905627,17.000464336311385
139856,ro,Naz Restaurant,Cluj-Napoca,Missing AM Segment Trait,10364.104370117188,397.0,3.7982132685630665,-0.9512177725905627,4.749431041153629
121900,ua,Грузинський,Lviv,Missing AM Segment Trait,10336.443420410156,425.0,11.83171725538354,2.3596736654725854,9.472043589910953
161049,sk,MOON SUSHI,Kosice,Missing AM Segment Trait,10270.549987792969,367.0,13.470572967184557,2.462739688031615,11.007833279152942
12987,lt,Dzūkų alaus restoranas,Alytus,Silver (AM Segment),10197.860229492188,333.0,20.37545580533868,4.9971170150676265,15.378338790271055
95511,ro,Rochelle Restaurant & Pub,Cluj-Napoca,Missing AM Segment Trait,10148.102294921875,387.0,9.696323657678551,-0.9512177725905627,10.647541430269113
69876,ua,Tasty tail,Lviv,Gold (AM Segment),10049.811767578125,510.0,7.7243501085620165,2.3596736654725854,5.364676443089431
56413,ke,Fusion Veg,Nairobi,Platinum (AM Segment),9974.762451171875,683.0,6.716259580116587,-0.20573426782701867,6.921993847943606
158984,ee,LAIMS CAFE,Tallinn,Missing AM Segment Trait,9763.120178222656,373.0,13.555820342568992,6.206551099277772,7.3492692432912206
12295,lv,Indian Raja Express,Riga,Silver (AM Segment),9662.109985351562,291.0,24.02313371594314,8.156274717925752,15.866858998017387
181987,ro,Mini.,Constanta,Missing AM Segment Trait,9627.936950683594,368.0,-0.18878765480414678,-0.9512177725905627,0.7624301177864159
147832,mt,URBAN EATS [ Indian ]  kerala Street Flavours,Valletta,Missing AM Segment Trait,9584.040100097656,386.0,14.67270921207261,8.63787374378787,6.03483546828474
174014,mt,CURRY CORNER,Valletta,Missing AM Segment Trait,9565.56005859375,392.0,11.592683092642382,8.63787374378787,2.9548093488545124
187807,ro,Gnoccheria Centru,Cluj-Napoca,Missing AM Segment Trait,9491.783752441406,578.0,4.739673533567545,-0.9512177725905627,5.6908913061581075
106848,lt,Skoniai (Turgaus sq.),Klaipeda,Missing AM Segment Trait,9490.510009765625,476.0,10.5166881472289,4.9971170150676265,5.519571132161273
43405,pl,Big Szef,Warsaw,Silver (AM Segment),9488.241333007812,306.0,6.363948718752972,-1.4585502706946094,7.822498989447582
172905,ro,HAI HUI PE FERDINAND,Bucharest,Missing AM Segment Trait,9484.485473632812,268.0,6.3107416810875545,-0.9512177725905627,7.261959453678117
175667,lt,Ember kebabai (Parko str.),Vilnius,Missing AM Segment Trait,9443.520202636719,387.0,13.085746632999108,4.9971170150676265,8.088629617931481
75,ee,Burger Box,Tallinn,Silver (AM Segment),9404.690124511719,280.0,14.429968378204434,6.206551099277772,8.22341727892666
109626,az,Firinchi N1,Baku,Missing AM Segment Trait,9340.6708984375,633.0,0.560531229279187,-2.958063917515512,3.518595146794699
131227,ro,La Cocoșatu,Bucharest,Missing AM Segment Trait,9250.819274902344,261.0,12.551068623349535,-0.9512177725905627,13.502286395940096
9294,ke,Wok on Wheels,Nairobi,Platinum (AM Segment),9236.520874023438,602.0,6.412144153420144,-0.20573426782701867,6.617878421247163
184579,ro,Muss,Bucharest,Missing AM Segment Trait,9213.384826660156,296.0,6.730624430311822,-0.9512177725905627,7.681842202902385
151890,ro,Mister Kebab,Bucharest,Missing AM Segment Trait,9209.940856933594,510.0,7.10791336253775,-0.9512177725905627,8.059131135128313
140016,ro,La Georgia,Bucharest,Missing AM Segment Trait,9190.092468261719,181.0,17.479898034458614,-0.9512177725905627,18.431115807049178
6931,gh,Wok Inn Chinese Airport,Accra,Missing AM Segment Trait,9164.379577636719,517.0,12.45890287656887,6.9873754934637615,5.471527383105108
41406,gh,The Jollof Village,Accra,Missing AM Segment Trait,9132.121887207031,673.0,12.083450142605617,6.9873754934637615,5.096074649141856
165295,ee,Sushi Prime,Tallinn,Bronze (AM Segment),8936.939849853516,192.0,19.361043170029046,6.206551099277772,13.154492070751274
180015,sk,Pizza Pšenica,Bratislava,Missing AM Segment Trait,8880.359924316406,319.0,23.1249687748755,2.462739688031615,20.662229086843887
168737,ua,Марчук Хліб на Межигірській,Kyiv,Missing AM Segment Trait,8853.614624023438,435.0,5.226248243525597,2.3596736654725854,2.8665745780530116
147359,mt,Pasha,Valletta,Missing AM Segment Trait,8796.080078125,321.0,13.529962527974886,8.63787374378787,4.892088784187017
126637,ro,Qian Bao,Bucharest,Missing AM Segment Trait,8794.830932617188,218.0,16.14244637078817,-0.9512177725905627,17.093664143378735
65465,gh,Thea Villa Hotel,Accra,Missing AM Segment Trait,8781.335632324219,947.0,8.666375257697908,6.9873754934637615,1.6789997642341463
184562,cz,Tacos & Burgers Express,Prague,Missing AM Segment Trait,8744.672790527344,402.0,6.401127296955955,-0.7075057003695413,7.108632997325496
172572,lt,Kebabizzimo (Pavilnionių str.),Vilnius,Missing AM Segment Trait,8725.550048828125,332.0,9.42026000533634,4.9971170150676265,4.423142990268714
108800,lt,BOSS Kebabai (Statybininkų str.),Panevezys,Missing AM Segment Trait,8725.539916992188,431.0,13.9588522137281,4.9971170150676265,8.961735198660474
126407,gh,Hungry Bite,Accra,Missing AM Segment Trait,8711.191772460938,902.0,15.172110026552897,6.9873754934637615,8.184734533089134
166105,ro,Gustoria Go,Bucharest,Missing AM Segment Trait,8706.415222167969,311.0,10.53298965318367,-0.9512177725905627,11.484207425774231
167785,cz,Pizza Bayer V Šipce,Plzen,Missing AM Segment Trait,8663.525596618652,421.0,5.285583749159205,-0.7075057003695413,5.993089449528746
147105,mt,Al Legna,Valletta,Missing AM Segment Trait,8624.179992675781,248.0,16.217121171754293,8.63787374378787,7.579247427966424
152168,ro,Gigi Burger,Bucharest,Missing AM Segment Trait,8571.011169433594,316.0,2.1599455876403564,-0.9512177725905627,3.111163360230919
86685,sk,Pomodoro  - delivery by merchant,Presov,Missing AM Segment Trait,8561.489868164062,0.0,6.818803915550884,2.462739688031615,4.356064227519269
191697,lt,OD HOUSE (Kareivių str.),Vilnius,Missing AM Segment Trait,8544.820190429688,340.0,7.141523109124998,4.9971170150676265,2.1444060940573717
32,ee,Sõõrikukohvik Kentmanni,Tallinn,Silver (AM Segment),8508.830017089844,397.0,16.173666127266934,6.206551099277772,9.967115027989163
39703,ua,Амерікано,Lviv,Silver (AM Segment),8344.922180175781,394.0,14.358847863462534,2.3596736654725854,11.999174197989948
149525,sk,VFC - Výmenička Fried Chicken,Bratislava,Missing AM Segment Trait,8302.540100097656,253.0,5.4016106932695,2.462739688031615,2.9388710052378855
64591,ua,Casa Lora,Kyiv,Silver (AM Segment),8267.512603759766,306.0,11.168817566041055,2.3596736654725854,8.809143900568468
136494,az,Izmir Lahmacun,Baku,Missing AM Segment Trait,8250.142547607422,458.0,0.9997361694607912,-2.958063917515512,3.9578000869763033
136177,ro,Restaurant Rustica,Cluj-Napoca,Missing AM Segment Trait,8235.055053710938,266.0,4.582902950963001,-0.9512177725905627,5.534120723553563
136527,gh,Reinna Pharmacy,Accra,Missing AM Segment Trait,8234.102966308594,862.0,10.482902260698648,6.9873754934637615,3.495526767234886
150437,mt,The egg take away,Valletta,Missing AM Segment Trait,8209.139892578125,296.0,9.027013715419441,8.63787374378787,0.38913997163157177
190260,ua,Djotto,Kyiv,Missing AM Segment Trait,8195.63198852539,363.0,5.648618797980234,2.3596736654725854,3.2889451325076484
166374,mt,Alfred’s Hamrun Kiosk,Valletta,Missing AM Segment Trait,8182.979919433594,311.0,13.816793186821897,8.63787374378787,5.178919443034028
56000,ro,Sushi on fire,Cluj-Napoca,Bronze (AM Segment),8178.715026855469,214.0,18.481471962622226,-0.9512177725905627,19.43268973521279
189564,lt,KORĖJIETIŠKAS BUFETAS (Saltoniškių gatvė str.),Vilnius,Missing AM Segment Trait,8165.0399169921875,317.0,12.07338820844221,4.9971170150676265,7.076271193374584
178411,ro,Kaif Sushi Bar,Constanta,Missing AM Segment Trait,8105.091003417969,209.0,8.069393784662148,-0.9512177725905627,9.02061155725271
175839,ro,Melt,Bucharest,Missing AM Segment Trait,8006.202819824219,269.0,11.262375077118207,-0.9512177725905627,12.21359284970877
189384,ro,Taste of Paste,Cluj-Napoca,Missing AM Segment Trait,8004.229454040527,423.0,-0.5011117211131559,-0.9512177725905627,0.4501060514774068
1630,lt,Kinų broliai,Vilnius,Bronze (AM Segment),7990.860046386719,206.0,19.9084247909853,4.9971170150676265,14.911307775917674
123908,ro,Casablanca Restaurant,Bucharest,Missing AM Segment Trait,7905.808319091797,213.0,4.687924730710488,-0.9512177725905627,5.639142503301051
33734,ua,Fugazzeta,Lviv,Silver (AM Segment),7889.140472412109,306.0,8.05853083320073,2.3596736654725854,5.698857167728145
171840,mt,Hot Wok Chinese Restaurant Birżebbuġa,Valletta,Missing AM Segment Trait,7887.619934082031,169.0,10.205092901059588,8.63787374378787,1.567219157271719
135969,ee,Chicks Wings & Fries Kesklinn,Tallinn,Bronze (AM Segment),7868.010009765625,280.0,18.426106045144422,6.206551099277772,12.219554945866651
186894,ee,LUNA Resto,Tallinn,Bronze (AM Segment),7854.2198486328125,239.0,10.489225125283701,6.206551099277772,4.282674026005929
140244,lv,Burger & co,Riga,Missing AM Segment Trait,7727.6199951171875,355.0,16.892230059735095,8.156274717925752,8.735955341809342
2946,lv,Pippa Waffles,Riga,Bronze (AM Segment),7620.550109863281,366.0,11.892725313175651,8.156274717925752,3.7364505952498988
177009,ro,Parfum de Gratar Kogălniceanu,Bucharest,Missing AM Segment Trait,7619.62629699707,248.0,15.605892729909598,-0.9512177725905627,16.557110502500162
164514,sk,Kōrka Umami Bistro,Bratislava,Missing AM Segment Trait,7599.650085449219,195.0,8.105782974273614,2.462739688031615,5.6430432862419995
174433,ro,Opus Delivery,Cluj-Napoca,Missing AM Segment Trait,7566.980712890625,315.0,14.952293991263506,-0.9512177725905627,15.903511763854068
119813,gh,Ilona,Accra,Missing AM Segment Trait,7523.4761962890625,187.0,11.900773177162884,6.9873754934637615,4.913397683699123
187431,cy,Vite Flower Creations,Limassol,Missing AM Segment Trait,7502.98002243042,112.0,5.589197726151692,-0.8821742371572978,6.4713719633089895
170234,ro,Batroun lebanese cuisine -Mega Mall,Bucharest,Missing AM Segment Trait,7489.85546875,235.0,19.349435778987257,-0.9512177725905627,20.30065355157782
179687,ro,Locals By Roz Cafe,Bucharest,Missing AM Segment Trait,7410.540100097656,187.0,4.800750763569517,-0.9512177725905627,5.75196853616008
